zona,estado,year,month,fecha,temp_promedio,dias_calor,humedad_relativa,IRT,nivel_riesgo
Norte,Chihuahua,2024,10,10/1/2024,23.6,0,32.4,32.68,Bajo
Norte,Coahuila de Zaragoza,2024,10,10/1/2024,23.6,0,32.4,32.68,Bajo
Norte,Tamaulipas,2024,10,10/1/2024,23.6,0,32.4,32.68,Bajo
Norte,Nuevo León,2024,10,10/1/2024,23.6,0,32.4,32.68,Bajo
Norte,Chihuahua,2024,11,11/1/2024,17.6,0,44.7,28.54,Bajo
Norte,Coahuila de Zaragoza,2024,11,11/1/2024,17.6,0,44.7,28.54,Bajo
Norte,Tamaulipas,2024,11,11/1/2024,17.6,0,44.7,28.54,Bajo
Norte,Nuevo León,2024,11,11/1/2024,17.6,0,44.7,28.54,Bajo
Norte,Chihuahua,2024,12,12/1/2024,12.1,0,51.4,23.78,Bajo
Norte,Coahuila de Zaragoza,2024,12,12/1/2024,12.1,0,51.4,23.78,Bajo
Norte,Tamaulipas,2024,12,12/1/2024,12.1,0,51.4,23.78,Bajo
Norte,Nuevo León,2024,12,12/1/2024,12.1,0,51.4,23.78,Bajo
Norte,Chihuahua,2025,1,1/1/2025,11.3,0,46.3,21.83,Bajo
Norte,Coahuila de Zaragoza,2025,1,1/1/2025,11.3,0,46.3,21.83,Bajo
Norte,Tamaulipas,2025,1,1/1/2025,11.3,0,46.3,21.83,Bajo
Norte,Nuevo León,2025,1,1/1/2025,11.3,0,46.3,21.83,Bajo
Norte,Chihuahua,2025,2,2/1/2025,12.8,0,42.5,22.74,Bajo
Norte,Coahuila de Zaragoza,2025,2,2/1/2025,12.8,0,42.5,22.74,Bajo
Norte,Tamaulipas,2025,2,2/1/2025,12.8,0,42.5,22.74,Bajo
Norte,Nuevo León,2025,2,2/1/2025,12.8,0,42.5,22.74,Bajo
Norte,Chihuahua,2025,3,3/1/2025,17.3,1,36.2,27.42,Bajo
Norte,Coahuila de Zaragoza,2025,3,3/1/2025,17.3,1,36.2,27.42,Bajo
Norte,Tamaulipas,2025,3,3/1/2025,17.3,1,36.2,27.42,Bajo
Norte,Nuevo León,2025,3,3/1/2025,17.3,1,36.2,27.42,Bajo
Norte,Chihuahua,2025,4,4/1/2025,22.8,1,33,32.93,Bajo
Norte,Coahuila de Zaragoza,2025,4,4/1/2025,22.8,1,33,32.93,Bajo
Norte,Tamaulipas,2025,4,4/1/2025,22.8,1,33,32.93,Bajo
Norte,Nuevo León,2025,4,4/1/2025,22.8,1,33,32.93,Bajo
Norte,Chihuahua,2025,5,5/1/2025,33.5,7,20.3,48.04,Medio
Norte,Coahuila de Zaragoza,2025,5,5/1/2025,33.5,7,20.3,48.04,Medio
Norte,Tamaulipas,2025,5,5/1/2025,33.5,7,20.3,48.04,Medio
Norte,Nuevo León,2025,5,5/1/2025,33.5,7,20.3,48.04,Medio
Norte,Chihuahua,2025,6,6/1/2025,35.9,12,28.4,57.15,Medio
Norte,Coahuila de Zaragoza,2025,6,6/1/2025,35.9,12,28.4,57.15,Medio
Norte,Tamaulipas,2025,6,6/1/2025,35.9,12,28.4,57.15,Medio
Norte,Nuevo León,2025,6,6/1/2025,35.9,12,28.4,57.15,Medio
Norte,Chihuahua,2025,7,7/1/2025,36.6,18,39.2,65.95,Alto
Norte,Coahuila de Zaragoza,2025,7,7/1/2025,36.6,18,39.2,65.95,Alto
Norte,Tamaulipas,2025,7,7/1/2025,36.6,18,39.2,65.95,Alto
Norte,Nuevo León,2025,7,7/1/2025,36.6,18,39.2,65.95,Alto
Norte,Chihuahua,2025,8,8/1/2025,36.1,19,43.9,67.23,Alto
Norte,Coahuila de Zaragoza,2025,8,8/1/2025,36.1,19,43.9,67.23,Alto
Norte,Tamaulipas,2025,8,8/1/2025,36.1,19,43.9,67.23,Alto
Norte,Nuevo León,2025,8,8/1/2025,36.1,19,43.9,67.23,Alto
Norte,Chihuahua,2025,9,9/1/2025,30.8,10,38.5,51.63,Medio
Norte,Coahuila de Zaragoza,2025,9,9/1/2025,30.8,10,38.5,51.63,Medio
Norte,Tamaulipas,2025,9,9/1/2025,30.8,10,38.5,51.63,Medio
Norte,Nuevo León,2025,9,9/1/2025,30.8,10,38.5,51.63,Medio
Norte,Chihuahua,2025,10,10/1/2025,24.3,1,31.8,34.27,Bajo
Norte,Coahuila de Zaragoza,2025,10,10/1/2025,24.3,1,31.8,34.27,Bajo
Norte,Tamaulipas,2025,10,10/1/2025,24.3,1,31.8,34.27,Bajo
Norte,Nuevo León,2025,10,10/1/2025,24.3,1,31.8,34.27,Bajo
Norte,Chihuahua,2025,11,11/1/2025,18.3,2,44.1,31.12,Bajo
Norte,Coahuila de Zaragoza,2025,11,11/1/2025,18.3,2,44.1,31.12,Bajo
Norte,Tamaulipas,2025,11,11/1/2025,18.3,2,44.1,31.12,Bajo
Norte,Nuevo León,2025,11,11/1/2025,18.3,2,44.1,31.12,Bajo
Norte,Chihuahua,2025,12,12/1/2025,11.6,0,45.8,22.01,Bajo
Norte,Coahuila de Zaragoza,2025,12,12/1/2025,11.6,0,45.8,22.01,Bajo
Norte,Tamaulipas,2025,12,12/1/2025,11.6,0,45.8,22.01,Bajo
Norte,Nuevo León,2025,12,12/1/2025,11.6,0,45.8,22.01,Bajo
Noroeste,Sonora,2018,1,1/1/2018,15,2,54.7,29.6,Bajo
Noroeste,Sinaloa,2018,1,1/1/2018,15,2,54.7,29.6,Bajo
Noroeste,Baja California,2018,1,1/1/2018,15,2,54.7,29.6,Bajo
Noroeste,Baja California Sur,2018,1,1/1/2018,15,2,54.7,29.6,Bajo
Noroeste,Sonora,2018,2,2/1/2018,20.1,0,48.3,32.04,Bajo
Noroeste,Sinaloa,2018,2,2/1/2018,20.1,0,48.3,32.04,Bajo
Noroeste,Baja California,2018,2,2/1/2018,20.1,0,48.3,32.04,Bajo
Noroeste,Baja California Sur,2018,2,2/1/2018,20.1,0,48.3,32.04,Bajo
Noroeste,Sonora,2018,3,3/1/2018,21.6,0,41.2,32.24,Bajo
Noroeste,Sinaloa,2018,3,3/1/2018,21.6,0,41.2,32.24,Bajo
Noroeste,Baja California,2018,3,3/1/2018,21.6,0,41.2,32.24,Bajo
Noroeste,Baja California Sur,2018,3,3/1/2018,21.6,0,41.2,32.24,Bajo
Noroeste,Sonora,2018,4,4/1/2018,26.6,0,34.5,36.47,Medio
Noroeste,Sinaloa,2018,4,4/1/2018,26.6,0,34.5,36.47,Medio
Noroeste,Baja California,2018,4,4/1/2018,26.6,0,34.5,36.47,Medio
Noroeste,Baja California Sur,2018,4,4/1/2018,26.6,0,34.5,36.47,Medio
Noroeste,Sonora,2018,5,5/1/2018,31.5,12,32.3,53.06,Medio
Noroeste,Sinaloa,2018,5,5/1/2018,31.5,12,32.3,53.06,Medio
Noroeste,Baja California,2018,5,5/1/2018,31.5,12,32.3,53.06,Medio
Noroeste,Baja California Sur,2018,5,5/1/2018,31.5,12,32.3,53.06,Medio
Noroeste,Sonora,2018,6,6/1/2018,38.5,24,36.1,73.18,Alto
Noroeste,Sinaloa,2018,6,6/1/2018,38.5,24,36.1,73.18,Alto
Noroeste,Baja California,2018,6,6/1/2018,38.5,24,36.1,73.18,Alto
Noroeste,Baja California Sur,2018,6,6/1/2018,38.5,24,36.1,73.18,Alto
Noroeste,Sonora,2018,7,7/1/2018,39.2,28,43.8,79.38,Alto
Noroeste,Sinaloa,2018,7,7/1/2018,39.2,28,43.8,79.38,Alto
Noroeste,Baja California,2018,7,7/1/2018,39.2,28,43.8,79.38,Alto
Noroeste,Baja California Sur,2018,7,7/1/2018,39.2,28,43.8,79.38,Alto
Noroeste,Sonora,2018,8,8/1/2018,39.7,25,54.7,79.26,Alto
Noroeste,Sinaloa,2018,8,8/1/2018,39.7,25,54.7,79.26,Alto
Noroeste,Baja California,2018,8,8/1/2018,39.7,25,54.7,79.26,Alto
Noroeste,Baja California Sur,2018,8,8/1/2018,39.7,25,54.7,79.26,Alto
Noroeste,Sonora,2018,9,9/1/2018,36.8,16,49.5,66.32,Alto
Noroeste,Sinaloa,2018,9,9/1/2018,36.8,16,49.5,66.32,Alto
Noroeste,Baja California,2018,9,9/1/2018,36.8,16,49.5,66.32,Alto
Noroeste,Baja California Sur,2018,9,9/1/2018,36.8,16,49.5,66.32,Alto
Noroeste,Sonora,2018,10,10/1/2018,28.7,2,38.9,41.6,Medio
Noroeste,Sinaloa,2018,10,10/1/2018,28.7,2,38.9,41.6,Medio
Noroeste,Baja California,2018,10,10/1/2018,28.7,2,38.9,41.6,Medio
Noroeste,Baja California Sur,2018,10,10/1/2018,28.7,2,38.9,41.6,Medio
Noroeste,Sonora,2018,11,11/1/2018,23.9,0,53.3,37.16,Medio
Noroeste,Sinaloa,2018,11,11/1/2018,23.9,0,53.3,37.16,Medio
Noroeste,Baja California,2018,11,11/1/2018,23.9,0,53.3,37.16,Medio
Noroeste,Baja California Sur,2018,11,11/1/2018,23.9,0,53.3,37.16,Medio
Noroeste,Sonora,2018,12,12/1/2018,17,2,58.9,32.6,Bajo
Noroeste,Sinaloa,2018,12,12/1/2018,17,2,58.9,32.6,Bajo
Noroeste,Baja California,2018,12,12/1/2018,17,2,58.9,32.6,Bajo
Noroeste,Baja California Sur,2018,12,12/1/2018,17,2,58.9,32.6,Bajo
Noroeste,Sonora,2019,1,1/1/2019,17.3,0,58.9,30.96,Bajo
Noroeste,Sinaloa,2019,1,1/1/2019,17.3,0,58.9,30.96,Bajo
Noroeste,Baja California,2019,1,1/1/2019,17.3,0,58.9,30.96,Bajo
Noroeste,Baja California Sur,2019,1,1/1/2019,17.3,0,58.9,30.96,Bajo
Noroeste,Sonora,2019,2,2/1/2019,18.2,0,49,30.01,Bajo
Noroeste,Sinaloa,2019,2,2/1/2019,18.2,0,49,30.01,Bajo
Noroeste,Baja California,2019,2,2/1/2019,18.2,0,49,30.01,Bajo
Noroeste,Baja California Sur,2019,2,2/1/2019,18.2,0,49,30.01,Bajo
Noroeste,Sonora,2019,3,3/1/2019,22.8,0,44.6,34.28,Bajo
Noroeste,Sinaloa,2019,3,3/1/2019,22.8,0,44.6,34.28,Bajo
Noroeste,Baja California,2019,3,3/1/2019,22.8,0,44.6,34.28,Bajo
Noroeste,Baja California Sur,2019,3,3/1/2019,22.8,0,44.6,34.28,Bajo
Noroeste,Sonora,2019,4,4/1/2019,26.4,2,40.3,39.28,Medio
Noroeste,Sinaloa,2019,4,4/1/2019,26.4,2,40.3,39.28,Medio
Noroeste,Baja California,2019,4,4/1/2019,26.4,2,40.3,39.28,Medio
Noroeste,Baja California Sur,2019,4,4/1/2019,26.4,2,40.3,39.28,Medio
Noroeste,Sonora,2019,5,5/1/2019,33.6,8,32.8,51.68,Medio
Noroeste,Sinaloa,2019,5,5/1/2019,33.6,8,32.8,51.68,Medio
Noroeste,Baja California,2019,5,5/1/2019,33.6,8,32.8,51.68,Medio
Noroeste,Baja California Sur,2019,5,5/1/2019,33.6,8,32.8,51.68,Medio
Noroeste,Sonora,2019,6,6/1/2019,38.4,20,30.4,68.15,Alto
Noroeste,Sinaloa,2019,6,6/1/2019,38.4,20,30.4,68.15,Alto
Noroeste,Baja California,2019,6,6/1/2019,38.4,20,30.4,68.15,Alto
Noroeste,Baja California Sur,2019,6,6/1/2019,38.4,20,30.4,68.15,Alto
Noroeste,Sonora,2019,7,7/1/2019,39.7,27,48.9,80.04,Alto
Noroeste,Sinaloa,2019,7,7/1/2019,39.7,27,48.9,80.04,Alto
Noroeste,Baja California,2019,7,7/1/2019,39.7,27,48.9,80.04,Alto
Noroeste,Baja California Sur,2019,7,7/1/2019,39.7,27,48.9,80.04,Alto
Noroeste,Sonora,2019,8,8/1/2019,39.4,28,49.1,80.64,Alto
Noroeste,Sinaloa,2019,8,8/1/2019,39.4,28,49.1,80.64,Alto
Noroeste,Baja California,2019,8,8/1/2019,39.4,28,49.1,80.64,Alto
Noroeste,Baja California Sur,2019,8,8/1/2019,39.4,28,49.1,80.64,Alto
Noroeste,Sonora,2019,9,9/1/2019,36.7,16,47.5,65.81,Alto
Noroeste,Sinaloa,2019,9,9/1/2019,36.7,16,47.5,65.81,Alto
Noroeste,Baja California,2019,9,9/1/2019,36.7,16,47.5,65.81,Alto
Noroeste,Baja California Sur,2019,9,9/1/2019,36.7,16,47.5,65.81,Alto
Noroeste,Sonora,2019,10,10/1/2019,29.6,4,41.8,45.16,Medio
Noroeste,Sinaloa,2019,10,10/1/2019,29.6,4,41.8,45.16,Medio
Noroeste,Baja California,2019,10,10/1/2019,29.6,4,41.8,45.16,Medio
Noroeste,Baja California Sur,2019,10,10/1/2019,29.6,4,41.8,45.16,Medio
Noroeste,Sonora,2019,11,11/1/2019,22.8,0,48.2,34.94,Bajo
Noroeste,Sinaloa,2019,11,11/1/2019,22.8,0,48.2,34.94,Bajo
Noroeste,Baja California,2019,11,11/1/2019,22.8,0,48.2,34.94,Bajo
Noroeste,Baja California Sur,2019,11,11/1/2019,22.8,0,48.2,34.94,Bajo
Noroeste,Sonora,2019,12,12/1/2019,17.1,0,57.3,30.43,Bajo
Noroeste,Sinaloa,2019,12,12/1/2019,17.1,0,57.3,30.43,Bajo
Noroeste,Baja California,2019,12,12/1/2019,17.1,0,57.3,30.43,Bajo
Noroeste,Baja California Sur,2019,12,12/1/2019,17.1,0,57.3,30.43,Bajo
Noroeste,Sonora,2020,1,1/1/2020,16.8,2,51.2,30.83,Bajo
Noroeste,Sinaloa,2020,1,1/1/2020,16.8,2,51.2,30.83,Bajo
Noroeste,Baja California,2020,1,1/1/2020,16.8,2,51.2,30.83,Bajo
Noroeste,Baja California Sur,2020,1,1/1/2020,16.8,2,51.2,30.83,Bajo
Noroeste,Sonora,2020,2,2/1/2020,19.1,0,47.2,30.69,Bajo
Noroeste,Sinaloa,2020,2,2/1/2020,19.1,0,47.2,30.69,Bajo
Noroeste,Baja California,2020,2,2/1/2020,19.1,0,47.2,30.69,Bajo
Noroeste,Baja California Sur,2020,2,2/1/2020,19.1,0,47.2,30.69,Bajo
Noroeste,Sonora,2020,3,3/1/2020,21.4,0,38.6,31.56,Bajo
Noroeste,Sinaloa,2020,3,3/1/2020,21.4,0,38.6,31.56,Bajo
Noroeste,Baja California,2020,3,3/1/2020,21.4,0,38.6,31.56,Bajo
Noroeste,Baja California Sur,2020,3,3/1/2020,21.4,0,38.6,31.56,Bajo
Noroeste,Sonora,2020,4,4/1/2020,28.8,4,35.1,42.84,Medio
Noroeste,Sinaloa,2020,4,4/1/2020,28.8,4,35.1,42.84,Medio
Noroeste,Baja California,2020,4,4/1/2020,28.8,4,35.1,42.84,Medio
Noroeste,Baja California Sur,2020,4,4/1/2020,28.8,4,35.1,42.84,Medio
Noroeste,Sonora,2020,5,5/1/2020,32.9,11,32.1,53.64,Medio
Noroeste,Sinaloa,2020,5,5/1/2020,32.9,11,32.1,53.64,Medio
Noroeste,Baja California,2020,5,5/1/2020,32.9,11,32.1,53.64,Medio
Noroeste,Baja California Sur,2020,5,5/1/2020,32.9,11,32.1,53.64,Medio
Noroeste,Sonora,2020,6,6/1/2020,38.7,23,31.7,71.56,Alto
Noroeste,Sinaloa,2020,6,6/1/2020,38.7,23,31.7,71.56,Alto
Noroeste,Baja California,2020,6,6/1/2020,38.7,23,31.7,71.56,Alto
Noroeste,Baja California Sur,2020,6,6/1/2020,38.7,23,31.7,71.56,Alto
Noroeste,Sonora,2020,7,7/1/2020,43.5,30,47.7,86.89,Alto
Noroeste,Sinaloa,2020,7,7/1/2020,43.5,30,47.7,86.89,Alto
Noroeste,Baja California,2020,7,7/1/2020,43.5,30,47.7,86.89,Alto
Noroeste,Baja California Sur,2020,7,7/1/2020,43.5,30,47.7,86.89,Alto
Noroeste,Sonora,2020,8,8/1/2020,40.4,27,48,80.66,Alto
Noroeste,Sinaloa,2020,8,8/1/2020,40.4,27,48,80.66,Alto
Noroeste,Baja California,2020,8,8/1/2020,40.4,27,48,80.66,Alto
Noroeste,Baja California Sur,2020,8,8/1/2020,40.4,27,48,80.66,Alto
Noroeste,Sonora,2020,9,9/1/2020,37.6,13,50,64.34,Alto
Noroeste,Sinaloa,2020,9,9/1/2020,37.6,13,50,64.34,Alto
Noroeste,Baja California,2020,9,9/1/2020,37.6,13,50,64.34,Alto
Noroeste,Baja California Sur,2020,9,9/1/2020,37.6,13,50,64.34,Alto
Noroeste,Sonora,2020,10,10/1/2020,31.4,4,43,47.34,Medio
Noroeste,Sinaloa,2020,10,10/1/2020,31.4,4,43,47.34,Medio
Noroeste,Baja California,2020,10,10/1/2020,31.4,4,43,47.34,Medio
Noroeste,Baja California Sur,2020,10,10/1/2020,31.4,4,43,47.34,Medio
Noroeste,Sonora,2020,11,11/1/2020,23.3,0,51.2,36.1,Medio
Noroeste,Sinaloa,2020,11,11/1/2020,23.3,0,51.2,36.1,Medio
Noroeste,Baja California,2020,11,11/1/2020,23.3,0,51.2,36.1,Medio
Noroeste,Baja California Sur,2020,11,11/1/2020,23.3,0,51.2,36.1,Medio
Noroeste,Sonora,2020,12,12/1/2020,16.7,0,57.5,30.04,Bajo
Noroeste,Sinaloa,2020,12,12/1/2020,16.7,0,57.5,30.04,Bajo
Noroeste,Baja California,2020,12,12/1/2020,16.7,0,57.5,30.04,Bajo
Noroeste,Baja California Sur,2020,12,12/1/2020,16.7,0,57.5,30.04,Bajo
Noroeste,Sonora,2021,1,1/1/2021,14.4,2,55.2,28.98,Bajo
Noroeste,Sinaloa,2021,1,1/1/2021,14.4,2,55.2,28.98,Bajo
Noroeste,Baja California,2021,1,1/1/2021,14.4,2,55.2,28.98,Bajo
Noroeste,Baja California Sur,2021,1,1/1/2021,14.4,2,55.2,28.98,Bajo
Noroeste,Sonora,2021,2,2/1/2021,19.7,0,48.8,31.63,Bajo
Noroeste,Sinaloa,2021,2,2/1/2021,19.7,0,48.8,31.63,Bajo
Noroeste,Baja California,2021,2,2/1/2021,19.7,0,48.8,31.63,Bajo
Noroeste,Baja California Sur,2021,2,2/1/2021,19.7,0,48.8,31.63,Bajo
Noroeste,Sonora,2021,3,3/1/2021,20.2,1,44.7,32.36,Bajo
Noroeste,Sinaloa,2021,3,3/1/2021,20.2,1,44.7,32.36,Bajo
Noroeste,Baja California,2021,3,3/1/2021,20.2,1,44.7,32.36,Bajo
Noroeste,Baja California Sur,2021,3,3/1/2021,20.2,1,44.7,32.36,Bajo
Noroeste,Sonora,2021,4,4/1/2021,24.9,1,38.9,36.37,Medio
Noroeste,Sinaloa,2021,4,4/1/2021,24.9,1,38.9,36.37,Medio
Noroeste,Baja California,2021,4,4/1/2021,24.9,1,38.9,36.37,Medio
Noroeste,Baja California Sur,2021,4,4/1/2021,24.9,1,38.9,36.37,Medio
Noroeste,Sonora,2021,5,5/1/2021,32.4,12,25.3,52.71,Medio
Noroeste,Sinaloa,2021,5,5/1/2021,32.4,12,25.3,52.71,Medio
Noroeste,Baja California,2021,5,5/1/2021,32.4,12,25.3,52.71,Medio
Noroeste,Baja California Sur,2021,5,5/1/2021,32.4,12,25.3,52.71,Medio
Noroeste,Sonora,2021,6,6/1/2021,38.3,21,31.3,69.11,Alto
Noroeste,Sinaloa,2021,6,6/1/2021,38.3,21,31.3,69.11,Alto
Noroeste,Baja California,2021,6,6/1/2021,38.3,21,31.3,69.11,Alto
Noroeste,Baja California Sur,2021,6,6/1/2021,38.3,21,31.3,69.11,Alto
Noroeste,Sonora,2021,7,7/1/2021,42.3,26,46.9,81.57,Alto
Noroeste,Sinaloa,2021,7,7/1/2021,42.3,26,46.9,81.57,Alto
Noroeste,Baja California,2021,7,7/1/2021,42.3,26,46.9,81.57,Alto
Noroeste,Baja California Sur,2021,7,7/1/2021,42.3,26,46.9,81.57,Alto
Noroeste,Sonora,2021,8,8/1/2021,41.3,27,52.8,82.59,Alto
Noroeste,Sinaloa,2021,8,8/1/2021,41.3,27,52.8,82.59,Alto
Noroeste,Baja California,2021,8,8/1/2021,41.3,27,52.8,82.59,Alto
Noroeste,Baja California Sur,2021,8,8/1/2021,41.3,27,52.8,82.59,Alto
Noroeste,Sonora,2021,9,9/1/2021,36.2,13,49,62.57,Alto
Noroeste,Sinaloa,2021,9,9/1/2021,36.2,13,49,62.57,Alto
Noroeste,Baja California,2021,9,9/1/2021,36.2,13,49,62.57,Alto
Noroeste,Baja California Sur,2021,9,9/1/2021,36.2,13,49,62.57,Alto
Noroeste,Sonora,2021,10,10/1/2021,29.4,5,39.9,45.45,Medio
Noroeste,Sinaloa,2021,10,10/1/2021,29.4,5,39.9,45.45,Medio
Noroeste,Baja California,2021,10,10/1/2021,29.4,5,39.9,45.45,Medio
Noroeste,Baja California Sur,2021,10,10/1/2021,29.4,5,39.9,45.45,Medio
Noroeste,Sonora,2021,11,11/1/2021,22.4,0,52.5,35.36,Medio
Noroeste,Sinaloa,2021,11,11/1/2021,22.4,0,52.5,35.36,Medio
Noroeste,Baja California,2021,11,11/1/2021,22.4,0,52.5,35.36,Medio
Noroeste,Baja California Sur,2021,11,11/1/2021,22.4,0,52.5,35.36,Medio
Noroeste,Sonora,2021,12,12/1/2021,17.1,0,57.7,30.54,Bajo
Noroeste,Sinaloa,2021,12,12/1/2021,17.1,0,57.7,30.54,Bajo
Noroeste,Baja California,2021,12,12/1/2021,17.1,0,57.7,30.54,Bajo
Noroeste,Baja California Sur,2021,12,12/1/2021,17.1,0,57.7,30.54,Bajo
Noroeste,Sonora,2022,1,1/1/2022,16.4,0,56.2,29.5,Bajo
Noroeste,Sinaloa,2022,1,1/1/2022,16.4,0,56.2,29.5,Bajo
Noroeste,Baja California,2022,1,1/1/2022,16.4,0,56.2,29.5,Bajo
Noroeste,Baja California Sur,2022,1,1/1/2022,16.4,0,56.2,29.5,Bajo
Noroeste,Sonora,2022,2,2/1/2022,17.6,0,47.6,29.03,Bajo
Noroeste,Sinaloa,2022,2,2/1/2022,17.6,0,47.6,29.03,Bajo
Noroeste,Baja California,2022,2,2/1/2022,17.6,0,47.6,29.03,Bajo
Noroeste,Baja California Sur,2022,2,2/1/2022,17.6,0,47.6,29.03,Bajo
Noroeste,Sonora,2022,3,3/1/2022,23.8,0,46.5,35.8,Medio
Noroeste,Sinaloa,2022,3,3/1/2022,23.8,0,46.5,35.8,Medio
Noroeste,Baja California,2022,3,3/1/2022,23.8,0,46.5,35.8,Medio
Noroeste,Baja California Sur,2022,3,3/1/2022,23.8,0,46.5,35.8,Medio
Noroeste,Sonora,2022,4,4/1/2022,27.2,3,33.5,39.86,Medio
Noroeste,Sinaloa,2022,4,4/1/2022,27.2,3,33.5,39.86,Medio
Noroeste,Baja California,2022,4,4/1/2022,27.2,3,33.5,39.86,Medio
Noroeste,Baja California Sur,2022,4,4/1/2022,27.2,3,33.5,39.86,Medio
Noroeste,Sonora,2022,5,5/1/2022,32.2,11,28.8,52.19,Medio
Noroeste,Sinaloa,2022,5,5/1/2022,32.2,11,28.8,52.19,Medio
Noroeste,Baja California,2022,5,5/1/2022,32.2,11,28.8,52.19,Medio
Noroeste,Baja California Sur,2022,5,5/1/2022,32.2,11,28.8,52.19,Medio
Noroeste,Sonora,2022,6,6/1/2022,35.9,21,30.7,66.29,Alto
Noroeste,Sinaloa,2022,6,6/1/2022,35.9,21,30.7,66.29,Alto
Noroeste,Baja California,2022,6,6/1/2022,35.9,21,30.7,66.29,Alto
Noroeste,Baja California Sur,2022,6,6/1/2022,35.9,21,30.7,66.29,Alto
Noroeste,Sonora,2022,7,7/1/2022,40.4,29,41.7,81.33,Alto
Noroeste,Sinaloa,2022,7,7/1/2022,40.4,29,41.7,81.33,Alto
Noroeste,Baja California,2022,7,7/1/2022,40.4,29,41.7,81.33,Alto
Noroeste,Baja California Sur,2022,7,7/1/2022,40.4,29,41.7,81.33,Alto
Noroeste,Sonora,2022,8,8/1/2022,38.1,27,50.9,78.65,Alto
Noroeste,Sinaloa,2022,8,8/1/2022,38.1,27,50.9,78.65,Alto
Noroeste,Baja California,2022,8,8/1/2022,38.1,27,50.9,78.65,Alto
Noroeste,Baja California Sur,2022,8,8/1/2022,38.1,27,50.9,78.65,Alto
Noroeste,Sonora,2022,9,9/1/2022,34.6,17,49.7,64.82,Alto
Noroeste,Sinaloa,2022,9,9/1/2022,34.6,17,49.7,64.82,Alto
Noroeste,Baja California,2022,9,9/1/2022,34.6,17,49.7,64.82,Alto
Noroeste,Baja California Sur,2022,9,9/1/2022,34.6,17,49.7,64.82,Alto
Noroeste,Sonora,2022,10,10/1/2022,27.8,2,46.6,42.16,Medio
Noroeste,Sinaloa,2022,10,10/1/2022,27.8,2,46.6,42.16,Medio
Noroeste,Baja California,2022,10,10/1/2022,27.8,2,46.6,42.16,Medio
Noroeste,Baja California Sur,2022,10,10/1/2022,27.8,2,46.6,42.16,Medio
Noroeste,Sonora,2022,11,11/1/2022,20.9,0,50.5,33.34,Bajo
Noroeste,Sinaloa,2022,11,11/1/2022,20.9,0,50.5,33.34,Bajo
Noroeste,Baja California,2022,11,11/1/2022,20.9,0,50.5,33.34,Bajo
Noroeste,Baja California Sur,2022,11,11/1/2022,20.9,0,50.5,33.34,Bajo
Noroeste,Sonora,2022,12,12/1/2022,17.3,0,60.8,31.35,Bajo
Noroeste,Sinaloa,2022,12,12/1/2022,17.3,0,60.8,31.35,Bajo
Noroeste,Baja California,2022,12,12/1/2022,17.3,0,60.8,31.35,Bajo
Noroeste,Baja California Sur,2022,12,12/1/2022,17.3,0,60.8,31.35,Bajo
Noroeste,Sonora,2023,1,1/1/2023,18.1,0,53.3,30.82,Bajo
Noroeste,Sinaloa,2023,1,1/1/2023,18.1,0,53.3,30.82,Bajo
Noroeste,Baja California,2023,1,1/1/2023,18.1,0,53.3,30.82,Bajo
Noroeste,Baja California Sur,2023,1,1/1/2023,18.1,0,53.3,30.82,Bajo
Noroeste,Sonora,2023,2,2/1/2023,18.4,0,53.1,31.02,Bajo
Noroeste,Sinaloa,2023,2,2/1/2023,18.4,0,53.1,31.02,Bajo
Noroeste,Baja California,2023,2,2/1/2023,18.4,0,53.1,31.02,Bajo
Noroeste,Baja California Sur,2023,2,2/1/2023,18.4,0,53.1,31.02,Bajo
Noroeste,Sonora,2023,3,3/1/2023,22.8,2,40.8,35.38,Medio
Noroeste,Sinaloa,2023,3,3/1/2023,22.8,2,40.8,35.38,Medio
Noroeste,Baja California,2023,3,3/1/2023,22.8,2,40.8,35.38,Medio
Noroeste,Baja California Sur,2023,3,3/1/2023,22.8,2,40.8,35.38,Medio
Noroeste,Sonora,2023,4,4/1/2023,29.3,4,35.8,43.6,Medio
Noroeste,Sinaloa,2023,4,4/1/2023,29.3,4,35.8,43.6,Medio
Noroeste,Baja California,2023,4,4/1/2023,29.3,4,35.8,43.6,Medio
Noroeste,Baja California Sur,2023,4,4/1/2023,29.3,4,35.8,43.6,Medio
Noroeste,Sonora,2023,5,5/1/2023,32.7,12,33.4,54.65,Medio
Noroeste,Sinaloa,2023,5,5/1/2023,32.7,12,33.4,54.65,Medio
Noroeste,Baja California,2023,5,5/1/2023,32.7,12,33.4,54.65,Medio
Noroeste,Baja California Sur,2023,5,5/1/2023,32.7,12,33.4,54.65,Medio
Noroeste,Sonora,2023,6,6/1/2023,37.2,22,31.6,68.97,Alto
Noroeste,Sinaloa,2023,6,6/1/2023,37.2,22,31.6,68.97,Alto
Noroeste,Baja California,2023,6,6/1/2023,37.2,22,31.6,68.97,Alto
Noroeste,Baja California Sur,2023,6,6/1/2023,37.2,22,31.6,68.97,Alto
Noroeste,Sonora,2023,7,7/1/2023,40.5,26,43.3,78.77,Alto
Noroeste,Sinaloa,2023,7,7/1/2023,40.5,26,43.3,78.77,Alto
Noroeste,Baja California,2023,7,7/1/2023,40.5,26,43.3,78.77,Alto
